CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,GF Permit Application ID,Location
LINK-006035,Manhattan,109,7,40.83033563,-73.94375597,Live,1881 AMSTERDAM AVENUE,10032,mn-09-131062,08/08/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Hamilton Heights,1061650,1020680001,1023501,WEST 153 STREET,WEST 154 STREET,NE,,"(40.83033563, -73.94375597)"
LINK-001703,Manhattan,109,7,40.82637629,-73.95071631,Live,3539 BROADWAY,10031,mn-09-120363,10/21/2016 12:00:00 AM,10/03/2016 12:00:00 AM,Hamilton Heights,1062370,1020910036,1022900,WEST 145 STREET,WEST 144 STREET,SW,,"(40.82637629, -73.95071631)"
LINK-014316,Manhattan,102,2,40.734036,-73.991208,Live,62 EAST 13 STREET,10003,mn-02-133831,11/10/2016 12:00:00 AM,10/15/2016 12:00:00 AM,West Village,1080130,1005647501,1006100,BROADWAY,UNION SQUARE WEST,SW,,"(40.734036, -73.991208)"
LINK-008230,Manhattan,103,1,40.71791958,-73.99494009,Live,113 BOWERY,10002,mn-03-108422,09/19/2016 12:00:00 AM,08/11/2016 12:00:00 AM,Chinatown,1003926,1003040010,1001600,GRAND STREET,HESTER STREET,MIDBLOCK,,"(40.71791958, -73.99494009)"
LINK-013760,Manhattan,108,5,40.76199324,-73.95999822,Installed,400 EAST 63 STREET,10065,mn-08-121697,,12/08/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1045317,1014570045,1010602,1 AVENUE,YORK AVENUE,SE,,"(40.76199324, -73.95999822)"
LINK-000889,Manhattan,108,5,40.78276562,-73.95125729,Live,1644 3 AVENUE,10128,mn-08-119832,03/23/2016 12:00:00 AM,02/22/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1048352,1015210033,1015801,EAST 92 STREET,EAST 93 STREET,NW,,"(40.78276562, -73.95125729)"
LINK-006043,Manhattan,112,10,40.83481514,-73.94047731,Live,2017 AMSTERDAM AVENUE,10032,mn-12-120457,07/21/2016 12:00:00 AM,07/15/2016 12:00:00 AM,Washington Heights South,1062550,1021090046,1024500,WEST 160 STREET,WEST 161 STREET,NE,,"(40.83481514, -73.94047731)"
LINK-019781,Queens,401,26,40.75114906,-73.93494274,Live,29-37 40 ROAD,11101,qu-01-145958,01/10/2018 12:00:00 AM,09/30/2017 12:00:00 AM,Queensbridge-Ravenswood-Long Island City,4000000,4004020012,4003100,NORTHERN BOULEVARD,29 STREET,SE,81759,"(40.75114906, -73.93494274)"
LINK-021535,Queens,409,29,40.70753055,-73.83136082,Live,82-02 LEFFERTS BOULEVARD,11415,qu-09-145987,01/15/2019 12:00:00 AM,10/14/2017 12:00:00 AM,Kew Gardens,4079530,4033300033,4077500,BEVERLY ROAD,ABINGDON ROAD,SW,81848,"(40.70753055, -73.83136082)"
LINK-007299,Manhattan,106,4,40.74930073,-73.9748182,Live,201 EAST 40 STREET,10017,mn-06-138062,12/09/2016 12:00:00 AM,11/19/2016 12:00:00 AM,Turtle Bay-East Midtown,1037174,1013147502,1008800,3 AVENUE,2 AVENUE,NE,,"(40.74930073, -73.9748182)"
LINK-006140,Brooklyn,308,35,40.67640751,-73.96361018,Live,718 WASHINGTON AVENUE,11238,bk-08-125707,01/05/2018 12:00:00 AM,09/23/2017 12:00:00 AM,Prospect Heights,3028877,3011600036,3020500,PROSPECT PLACE,PARK PLACE,SW,,"(40.67640751, -73.96361018)"
LINK-006861,Queens,406,29,40.718602,-73.838184,Live,110-88 QUEENS BOULEVARD,11375,qu-06-124181,07/29/2016 12:00:00 AM,07/20/2016 12:00:00 AM,Forest Hills,4078802,4032930041,4076901,75 AVENUE,75 ROAD,SW,,"(40.718602, -73.838184)"
LINK-007144,Manhattan,107,6,40.77653006,-73.98301515,Live,197 AMSTERDAM AVENUE,10023,mn-07-121191,10/07/2016 12:00:00 AM,08/19/2016 12:00:00 AM,Lincoln Square,1028950,1011407501,1015300,WEST 69 STREET,WEST 68 STREET,SE,,"(40.77653006, -73.98301515)"
LINK-012299,Manhattan,108,5,40.76728194,-73.9565366,Live,1331 1 AVENUE,10021,mn-08-136195,01/12/2018 12:00:00 AM,10/25/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1044862,1014460023,1012600,EAST 71 STREET,EAST 72 STREET,NW,,"(40.76728194, -73.9565366)"
LINK-018136,Brooklyn,316,37,40.67803579,-73.90761958,Live,2214 FULTON STREET,11233,bk-16-145818,05/03/2017 12:00:00 AM,03/31/2017 12:00:00 AM,Ocean Hill,3042276,3015530003,3036700,EASTERN PARKWAY,SACKMAN STREET,SE,81655,"(40.67803579, -73.90761958)"
LINK-012365,Manhattan,106,4,40.7550807,-73.96543425,Live,943 1 AVENUE,10022,mn-06-121676,03/06/2018 12:00:00 AM,11/29/2017 12:00:00 AM,Turtle Bay-East Midtown,1039661,1013440030,1009800,EAST 52 STREET,EAST 51 STREET,SW,,"(40.7550807, -73.96543425)"
LINK-002082,Manhattan,112,7,40.836081,-73.943186,Installed,3846 BROADWAY,10032,mn-12-111066,,03/03/2018 12:00:00 AM,Washington Heights South,1062822,1021190001,1024500,WEST 160 STREET,WEST 161 STREET,SE,,"(40.836081, -73.943186)"
LINK-000600,Manhattan,105,2,40.7403098,-73.9842789,Live,50 LEXINGTON AVENUE,10010,mn-05-123299,04/14/2017 12:00:00 AM,02/04/2017 12:00:00 AM,Gramercy,1018071,1008800019,1006800,EAST 24 STREET,EAST 25 STREET,NW,,"(40.7403098, -73.9842789)"
LINK-018068,Brooklyn,302,35,40.68307692,-73.96463345,Live,957 FULTON STREET,11238,bk-02-145812,07/25/2017 12:00:00 AM,03/24/2017 12:00:00 AM,Clinton Hill,3056680,3019790060,3020100,WASHINGTON AVENUE,ST JAMES PLACE,NE,81481,"(40.68307692, -73.96463345)"
LINK-011877,Bronx,201,17,40.819568,-73.913388,Live,3012 3 AVENUE,10455,bx-01-123215,12/22/2016 12:00:00 AM,10/29/2016 12:00:00 AM,Melrose South-Mott Haven North,2117395,2023630024,2007100,EAST 155 STREET,EAST 156 STREET,MIDBLOCK,,"(40.819568, -73.913388)"
LINK-010999,Queens,409,32,40.69469686,-73.8478444,Live,97-20 JAMAICA AVENUE,11421,qu-09-143998,09/25/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Woodhaven,4184482,4089380010,4003000,98 STREET,97 STREET,SW,,"(40.69469686, -73.8478444)"
LINK-014437,Manhattan,104,3,40.74788855,-74.00417706,Live,225 10 AVENUE,10011,mn-04-123657,05/09/2018 12:00:00 AM,08/26/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1012354,1006950035,1009900,WEST 23 STREET,WEST 24 STREET,NW,,"(40.74788855, -74.00417706)"
LINK-021013,Queens,401,22,40.77074708,-73.92035427,Live,28-11 ASTORIA BOULEVARD,11102,qu-01-146090,06/28/2018 12:00:00 AM,05/19/2018 12:00:00 AM,Old Astoria,4431076,4008390012,4006900,27 STREET,29 STREET,MIDBLOCK,82254,"(40.77074708, -73.92035427)"
LINK-013349,Manhattan,110,9,40.80902187,-73.9486889,Live,200 WEST 125 STREET,10027,mn-10-119951,12/16/2016 12:00:00 AM,11/14/2016 12:00:00 AM,Central Harlem South,1058640,1019300030,1022200,WEST 124 STREET,WEST 125 STREET,SW,,"(40.80902187, -73.9486889)"
LINK-018134,Brooklyn,316,37,40.67831185,-73.91025266,Live,2069 FULTON STREET,11233,bk-16-145761,04/20/2017 12:00:00 AM,03/03/2017 12:00:00 AM,Ocean Hill,3000000,3015420006,3036900,ROCKAWAY AVENUE,TRUXTON STREET,NE,81540,"(40.67831185, -73.91025266)"
LINK-010713,Manhattan,103,1,40.71450806,-73.99248961,Live,2 ALLEN STREET,10002,mn-03-122246,06/21/2017 12:00:00 AM,04/02/2017 12:00:00 AM,Chinatown,1088837,1002947502,1001600,DIVISION STREET,CANAL STREET,NE,,"(40.71450806, -73.99248961)"
LINK-000537,Manhattan,104,3,40.739846,-74.002305,Live,80 8 AVENUE,10011,mn-04-122299,04/07/2016 12:00:00 AM,03/29/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1013711,1007640001,1008100,WEST 14 STREET,WEST 15 STREET,NE,,"(40.739846, -74.002305)"
LINK-002084,Manhattan,112,7,40.836501,-73.942787,Live,581 WEST 161 STREET,10032,mn-12-120445,07/21/2016 12:00:00 AM,07/08/2016 12:00:00 AM,Washington Heights South,1062853,1021200001,1024500,BROADWAY,AMSTERDAM AVENUE,NE,,"(40.836501, -73.942787)"
LINK-018147,Queens,402,30,40.739922,-73.895296,Live,69-02 QUEENS BOULEVARD,11377,qu-02-145849,10/06/2017 12:00:00 AM,06/03/2017 12:00:00 AM,Elmhurst-Maspeth,4056320,4024320009,4048900,69 STREET,70 STREET,MIDBLOCK,81555,"(40.739922, -73.895296)"
LINK-000064,Bronx,207,14,40.86311405,-73.90457508,Live,2408 UNIVERSITY AVENUE,10468,bx-07-111540,03/30/2017 12:00:00 AM,02/18/2017 12:00:00 AM,Kingsbridge Heights,2014623,2032130001,2026300,WEST FORDHAM ROAD,WEST 188 STREET,MIDBLOCK,,"(40.86311405, -73.90457508)"
LINK-013596,Queens,404,21,40.74834975,-73.87652268,Live,90-02 ROOSEVELT AVENUE,11372,qu-04-125322,09/08/2017 12:00:00 AM,07/22/2017 12:00:00 AM,Elmhurst,4038784,4015510001,4027100,CASE STREET,ELMHURST STREET,MIDBLOCK,,"(40.74834975, -73.87652268)"
LINK-010857,Manhattan,102,3,40.73439251,-73.99915159,Live,425 6 AVENUE,10011,mn-02-120512,04/25/2018 12:00:00 AM,03/10/2018 12:00:00 AM,West Village,1082668,1006060001,1007100,WEST 9 STREET,WEST 10 STREET,MIDBLOCK,,"(40.73439251, -73.99915159)"
LINK-001595,Manhattan,107,7,40.800581,-73.967782,Live,2740 BROADWAY,10025,mn-07-120391,07/11/2016 12:00:00 AM,06/24/2016 12:00:00 AM,Upper West Side,1056608,1018770015,1019100,WEST 105 STREET,WEST 106 STREET,NE,,"(40.800581, -73.967782)"
LINK-014670,Manhattan,112,10,40.8471969,-73.9351479,Live,1358 ST. NICHOLAS AVENUE,10033,mn-12-121455,04/24/2018 12:00:00 AM,12/06/2017 12:00:00 AM,Washington Heights South,1063235,1021330066,1026100,WEST 178 STREET,WEST 177 STREET,SE,,"(40.8471969, -73.9351479)"
LINK-011259,Queens,403,25,40.74741228,-73.88761509,Live,37-69 78 STREET,11372,qu-03-139602,08/25/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Jackson Heights,4029944,4012890043,4028500,ROOSEVELT AVENUE,37 AVENUE,NE,,"(40.74741228, -73.88761509)"
LINK-000310,Manhattan,106,4,40.748914,-73.975648,Live,605 3 AVENUE,10158,mn-06-121364,03/07/2016 12:00:00 AM,02/06/2016 12:00:00 AM,Turtle Bay-East Midtown,1082153,1009200012,1008800,EAST 39 STREET,EAST 40 STREET,NE,,"(40.748914, -73.975648)"
LINK-018101,Brooklyn,303,35,40.68131525,-73.95620126,Live,1139 FULTON STREET,11238,bk-03-145784,03/24/2017 12:00:00 AM,03/11/2017 12:00:00 AM,Clinton Hill,3057391,3019970046,3022700,FRANKLIN AVENUE,CLAVER PLACE,NE,81511,"(40.68131525, -73.95620126)"
LINK-001714,Staten Island,502,50,40.57031185,-74.10965729,Live,404 NEW DORP LANE,10306,si-02-125463,02/22/2017 12:00:00 AM,01/31/2017 12:00:00 AM,New Dorp-Midland Beach,5055368,5039600002,5012804,HYLAN BOULEVARD,MILLER FIELD BOUNDARY,SW,,"(40.57031185, -74.10965729)"
LINK-002674,Queens,402,26,40.74445002,-73.93187521,Live,32-44 QUEENS BOULEVARD,11101,qu-02-124952,02/02/2017 12:00:00 AM,11/05/2016 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4003441,4002480036,4017900,33 STREET,32 PLACE,SW,,"(40.74445002, -73.93187521)"
LINK-001774,Bronx,207,14,40.86782871,-73.8995757,Live,56 WEST KINGSBRIDGE ROAD,10468,bx-07-119874,07/19/2016 12:00:00 AM,07/01/2016 12:00:00 AM,Kingsbridge Heights,2014680,2032150034,2026500,GRAND AVENUE,AQUEDUCT AVENUE WEST,SW,,"(40.86782871, -73.8995757)"
LINK-011130,Manhattan,104,3,40.76478628,-73.99158984,Live,734 10 AVENUE,10019,mn-04-136381,11/02/2017 12:00:00 AM,09/23/2017 12:00:00 AM,Clinton,1026666,1010600001,1013300,WEST 50 STREET,WEST 51 STREET,NE,,"(40.76478628, -73.99158984)"
LINK-010637,Manhattan,107,6,40.78442334,-73.97381614,Live,472 COLUMBUS AVENUE,10024,mn-07-134272,04/30/2018 12:00:00 AM,02/14/2018 12:00:00 AM,Upper West Side,1032072,1012130034,1016900,WEST 83 STREET,WEST 82 STREET,NW,,"(40.78442334, -73.97381614)"
LINK-000833,Manhattan,108,4,40.76658802,-73.96313599,Live,166 EAST 67 STREET,10065,mn-08-120978,07/12/2017 12:00:00 AM,06/10/2017 12:00:00 AM,Upper East Side-Carnegie Hill,1042464,1014010033,1012000,3 AVENUE,LEXINGTON AVENUE,SW,,"(40.76658802, -73.96313599)"
LINK-010826,Manhattan,106,4,40.7536606,-73.96964871,Live,260 EAST 48 STREET,10017,mn-06-121791,04/10/2018 12:00:00 AM,01/27/2018 12:00:00 AM,Turtle Bay-East Midtown,1037988,1013210022,1009000,2 AVENUE,3 AVENUE,SW,,"(40.7536606, -73.96964871)"
LINK-020595,Bronx,201,17,40.81737983,-73.91707813,Live,610 MELROSE AVENUE,10455,bx-01-146066,04/30/2018 12:00:00 AM,03/04/2018 12:00:00 AM,Melrose South-Mott Haven North,2097082,2023740009,2006500,EAST 151 STREET,EAST 150 STREET,SE,82165,"(40.81737983, -73.91707813)"
LINK-000369,Manhattan,108,4,40.76160412,-73.9663883,Live,991 3 AVENUE,10022,mn-08-121734,03/29/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Lenox Hill-Roosevelt Island,1043336,1014140001,1011000,EAST 59 STREET,EAST 60 STREET,NE,,"(40.76160412, -73.9663883)"
LINK-012787,Queens,404,21,40.74804918,-73.87938648,Live,86-18 ROOSEVELT AVENUE,11372,qu-04-136367,12/27/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Elmhurst,4037049,4015010054,4026901,ELBERTSON STREET,87 STREET,SW,,"(40.74804918, -73.87938648)"
LINK-000555,Manhattan,105,3,40.765522,-73.983593,Live,932 8 AVENUE,10019,mn-05-122627,04/07/2016 12:00:00 AM,03/18/2016 12:00:00 AM,Midtown-Midtown South,1024868,1010270002,1013700,WEST 55 STREET,WEST 56 STREET,NE,,"(40.765522, -73.983593)"
LINK-001487,Manhattan,107,6,40.79069,-73.974462,Live,2430 BROADWAY,10024,mn-07-133632,04/20/2018 12:00:00 AM,02/04/2018 12:00:00 AM,Upper West Side,1033308,1012370017,1017500,WEST 90 STREET,WEST 89 STREET,SE,,"(40.79069, -73.974462)"
LINK-008211,Manhattan,105,3,40.748482,-73.996012,Live,362 8 AVENUE,10001,mn-05-122680,12/14/2016 12:00:00 AM,09/22/2016 12:00:00 AM,Midtown-Midtown South,1087714,1007787501,1009500,WEST 28 STREET,WEST 29 STREET,NE,,"(40.748482, -73.996012)"
LINK-010332,Bronx,201,8,40.81399752,-73.91917137,Live,460 WILLIS AVENUE,10455,bx-01-116238,04/13/2018 12:00:00 AM,01/14/2018 12:00:00 AM,Mott Haven-Port Morris,2115556,2022900008,2004300,EAST 146 STREET,EAST 145 STREET,SE,,"(40.81399752, -73.91917137)"
LINK-007302,Manhattan,106,4,40.748513,-73.973319,Live,743 2 AVENUE,10016,mn-06-121416,12/05/2017 12:00:00 AM,08/26/2017 12:00:00 AM,Turtle Bay-East Midtown,1076162,1009207501,1008800,EAST 40 STREET,EAST 39 STREET,SW,,"(40.748513, -73.973319)"
LINK-005779,Brooklyn,308,35,40.672748,-73.962694,Live,795 WASHINGTON AVENUE,11238,bk-08-146009,02/14/2018 12:00:00 AM,12/02/2017 12:00:00 AM,Prospect Heights,3029546,3011770002,3021500,LINCOLN PLACE,ST JOHNS PLACE,NE,81433,"(40.672748, -73.962694)"
LINK-020490,Manhattan,107,6,40.7853501,-73.97313741,Live,500 COLUMBUS AVENUE,10024,mn-07-121264,05/01/2018 12:00:00 AM,02/08/2018 12:00:00 AM,Upper West Side,1032129,1012150029,1016900,WEST 84 STREET,WEST 85 STREET,NW,,"(40.7853501, -73.97313741)"
LINK-018388,Staten Island,502,50,40.57963412,-74.10065158,Live,2083 HYLAN BOULEVARD,10306,si-02-145736,02/28/2017 12:00:00 AM,02/19/2017 12:00:00 AM,New Dorp-Midland Beach,5051478,5035740065,5011402,HUNTER AVENUE,HAMDEN AVENUE,SW,81701,"(40.57963412, -74.10065158)"
LINK-001154,Queens,402,26,40.74306271,-73.9206815,Live,45-02 44 STREET,11104,qu-02-128387,02/02/2017 12:00:00 AM,11/19/2016 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4001993,4001680031,4018300,QUEENS BOULEVARD,47 AVENUE,NW,,"(40.74306271, -73.9206815)"
LINK-000914,Manhattan,111,8,40.80287,-73.93627,Live,2277 3 AVENUE,10035,mn-11-143437,06/15/2016 12:00:00 AM,04/23/2016 12:00:00 AM,East Harlem North,1087594,1017887501,1019400,EAST 124 STREET,EAST 123 STREET,SE,,"(40.80287, -73.93627)"
LINK-007634,Manhattan,106,4,40.753496,-73.969261,Live,300 EAST 48 STREET,10017,mn-06-121790,02/16/2018 12:00:00 AM,11/14/2017 12:00:00 AM,Turtle Bay-East Midtown,1038905,1013400001,1009000,2 AVENUE,1 AVENUE,SE,,"(40.753496, -73.969261)"
LINK-020496,Bronx,201,8,40.80775593,-73.91900611,Live,250 BROOK AVENUE,10454,bx-01-146075,05/21/2018 12:00:00 AM,03/19/2018 12:00:00 AM,Mott Haven-Port Morris,2000054,2022660001,2003900,EAST 138 STREET,EAST 139 STREET,NE,82069,"(40.80775593, -73.91900611)"
LINK-012665,Manhattan,104,3,40.7383024,-73.99629565,Live,555 6 AVENUE,10011,mn-04-134597,04/11/2018 12:00:00 AM,03/03/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014560,1007910036,1008100,WEST 15 STREET,WEST 16 STREET,NW,,"(40.7383024, -73.99629565)"
LINK-011258,Queens,403,21,40.74801962,-73.88092373,Live,85-05 ROOSEVELT AVENUE,11372,qu-03-136451,10/06/2017 12:00:00 AM,08/31/2017 12:00:00 AM,Jackson Heights,4036249,4014730045,4027900,85 STREET,86 STREET,NE,,"(40.74801962, -73.88092373)"
LINK-007639,Manhattan,106,4,40.75601841,-73.96746716,Live,300 EAST 52 STREET,10022,mn-06-121787,03/05/2018 12:00:00 AM,08/26/2017 12:00:00 AM,Turtle Bay-East Midtown,1080463,1013440049,1009800,2 AVENUE,1 AVENUE,SE,,"(40.75601841, -73.96746716)"
LINK-000338,Manhattan,106,4,40.75632633,-73.9701433,Live,200 EAST 51 STREET,10022,mn-06-121831,05/20/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Turtle Bay-East Midtown,1081187,1013240047,1009800,3 AVENUE,2 AVENUE,SE,,"(40.75632633, -73.9701433)"
LINK-000886,Manhattan,108,5,40.780782,-73.9524,Live,1585 3 AVENUE,10128,mn-08-119822,03/28/2016 12:00:00 AM,03/19/2016 12:00:00 AM,Yorkville,1048874,1015350001,1015400,EAST 89 STREET,EAST 90 STREET,NE,,"(40.780782, -73.9524)"
LINK-018099,Brooklyn,308,35,40.676714,-73.955858,Live,634 FRANKLIN AVENUE,11238,bk-08-145990,01/22/2018 12:00:00 AM,11/03/2017 12:00:00 AM,Crown Heights North,3028306,3011490052,3030500,BERGEN STREET,ST MARKS AVENUE,SW,81509,"(40.676714, -73.955858)"
LINK-010448,Brooklyn,301,34,40.70537096,-73.94996349,Live,511 BROADWAY,11206,bk-01-108952,02/27/2018 12:00:00 AM,11/17/2017 12:00:00 AM,East Williamsburg,3325852,3030580100,3051100,UNION AVENUE,BOERUM STREET,MIDBLOCK,,"(40.70537096, -73.94996349)"
LINK-001601,Manhattan,107,7,40.802298,-73.967585,Live,2780 BROADWAY,10025,mn-07-134388,10/16/2017 12:00:00 AM,05/09/2017 12:00:00 AM,Morningside Heights,1056647,1018790001,1019500,WEST 107 STREET,WEST 108 STREET,NE,,"(40.802298, -73.967585)"
LINK-011098,Manhattan,110,9,40.81802907,-73.94192414,Live,2380 ADAM CLAYTON POWELL JR. BOULEVARD,10030,mn-10-134578,09/15/2017 12:00:00 AM,08/13/2017 12:00:00 AM,Central Harlem North-Polo Grounds,1060371,1020250029,1023000,WEST 139 STREET,WEST 140 STREET,NW,,"(40.81802907, -73.94192414)"
LINK-012917,Queens,404,25,40.74754337,-73.88409786,Live,81-18 ROOSEVELT AVENUE,11372,qu-04-125340,09/07/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Elmhurst,4036867,4014920009,4026901,82 STREET,81 STREET,SW,,"(40.74754337, -73.88409786)"
LINK-022685,Queens,403,25,40.74945855,-73.88645545,Live,79-20 37 AVENUE,11372,qu-03-146071,04/12/2018 12:00:00 AM,03/09/2018 12:00:00 AM,Jackson Heights,4449493,4012900001,4028500,80 STREET,79 STREET,MIDBLOCK,81991,"(40.74945855, -73.88645545)"
LINK-012486,Manhattan,106,5,40.75717377,-73.96390551,Live,1011 1 AVENUE,10022,mn-06-121695,05/02/2018 12:00:00 AM,10/20/2017 12:00:00 AM,Turtle Bay-East Midtown,1039972,1013480023,1010800,EAST 55 STREET,EAST 56 STREET,NW,,"(40.75717377, -73.96390551)"
LINK-000880,Manhattan,108,5,40.779038,-73.95398,Live,1530 3 AVENUE,10028,mn-08-119826,03/23/2016 12:00:00 AM,03/05/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1047962,1015150033,1014802,EAST 86 STREET,EAST 87 STREET,NW,,"(40.779038, -73.95398)"
LINK-014014,Manhattan,103,2,40.73153857,-73.98324565,Live,344 EAST 14 STREET,10003,mn-03-123800,12/16/2016 12:00:00 AM,10/16/2016 12:00:00 AM,East Village,1006521,1004550029,1004000,1 AVENUE,2 AVENUE,SW,,"(40.73153857, -73.98324565)"
LINK-007870,Manhattan,106,4,40.75678,-73.96698,Live,1004 2 AVENUE,10022,mn-06-121778,02/08/2018 12:00:00 AM,08/26/2017 12:00:00 AM,Turtle Bay-East Midtown,1039826,1013460001,1009800,EAST 53 STREET,EAST 54 STREET,NE,,"(40.75678, -73.96698)"
LINK-000603,Manhattan,105,2,40.7410117,-73.98376711,Live,68 LEXINGTON AVENUE,10010,mn-05-121491,05/26/2017 12:00:00 AM,04/01/2017 12:00:00 AM,Gramercy,1018103,1008810006,1006800,EAST 25 STREET,EAST 26 STREET,NW,,"(40.7410117, -73.98376711)"
LINK-018148,Queens,402,26,40.740727,-73.899864,Live,65-10 QUEENS BOULEVARD,11377,qu-02-145742,03/20/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Woodside,4437388,4023920023,4024500,65 PLACE,65 STREET,SW,81556,"(40.740727, -73.899864)"
LINK-011358,Manhattan,112,7,40.834974,-73.945436,Live,3 EDWARD MORGAN PLACE,10032,mn-12-120347,12/20/2016 12:00:00 AM,11/19/2016 12:00:00 AM,Washington Heights South,1076745,1021340180,1024100,WEST 158 STREET,WEST 157 STREET,SE,,"(40.834974, -73.945436)"
LINK-019890,Queens,401,22,40.75972324,-73.92076317,Live,36-20 BROADWAY,11106,qu-01-145952,01/12/2018 12:00:00 AM,09/30/2017 12:00:00 AM,Astoria,4009741,4006470041,4005900,38 STREET,37 STREET,SW,81747,"(40.75972324, -73.92076317)"
LINK-000155,Manhattan,105,3,40.75449299,-73.98693515,Live,1431 BROADWAY,10018,mn-05-122169,08/18/2016 12:00:00 AM,07/23/2016 12:00:00 AM,Midtown-Midtown South,1022561,1009930007,1011300,WEST 40 STREET,WEST 41 STREET,NW,,"(40.75449299, -73.98693515)"
LINK-001116,Queens,409,29,40.70092643,-73.82620488,Live,124-05 JAMAICA AVENUE,11418,qu-09-108790,06/06/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Richmond Hill,4193857,4092780079,4014201,124 STREET,125 STREET,NE,,"(40.70092643, -73.82620488)"
LINK-010349,Manhattan,110,9,40.81197343,-73.94591692,Live,2197 ADAM CLAYTON POWELL JR. BOULEVARD,10027,mn-10-142513,12/16/2016 12:00:00 AM,10/29/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1058008,1019140061,1022400,WEST 130 STREET,WEST 131 STREET,SE,,"(40.81197343, -73.94591692)"
LINK-000168,Manhattan,105,4,40.76088277,-73.98427739,Live,1626 BROADWAY,10019,mn-05-133508,07/18/2016 12:00:00 AM,05/26/2016 12:00:00 AM,Midtown-Midtown South,1024795,1010210026,1012500,WEST 49 STREET,WEST 50 STREET,SW,,"(40.76088277, -73.98427739)"
LINK-000892,Manhattan,111,5,40.78581769,-73.94903127,Live,1722 3 AVENUE,10029,mn-11-120218,03/23/2016 12:00:00 AM,03/05/2016 12:00:00 AM,East Harlem South,1082901,1016240033,1015802,EAST 97 STREET,EAST 96 STREET,SW,,"(40.78581769, -73.94903127)"
LINK-020572,Bronx,201,17,40.82211198,-73.91484908,Live,776 MELROSE AVENUE,10451,bx-01-146063,04/25/2018 12:00:00 AM,02/25/2018 12:00:00 AM,Melrose South-Mott Haven North,2114613,2023790007,2006900,EAST 158 STREET,EAST 157 STREET,SE,82164,"(40.82211198, -73.91484908)"
LINK-003232,Manhattan,103,2,40.72848039,-73.98787592,Live,131 2 AVENUE,10003,mn-03-131017,09/15/2016 12:00:00 AM,09/02/2016 12:00:00 AM,East Village,1006677,1004630028,1003800,ST MARKS PLACE,EAST 7 STREET,SW,,"(40.72848039, -73.98787592)"
LINK-001117,Queens,409,29,40.70104,-73.824719,Live,87-06 126 STREET,11418,qu-09-138287,06/29/2018 12:00:00 AM,05/19/2018 12:00:00 AM,Richmond Hill,4196127,4093340010,4014201,JAMAICA AVENUE,89 AVENUE,SW,,"(40.70104, -73.824719)"
LINK-001787,Bronx,205,14,40.85304298,-73.90555222,Live,104 EAST BURNSIDE AVENUE,10453,bx-05-119590,07/01/2016 12:00:00 AM,06/09/2016 12:00:00 AM,Mount Hope,2007668,2028070056,2024100,MORRIS AVENUE,CRESTON AVENUE,SE,,"(40.85304298, -73.90555222)"
LINK-000120,Manhattan,105,2,40.74512705,-73.98867089,Live,1170 BROADWAY,10001,mn-05-139806,11/02/2016 12:00:00 AM,10/15/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1080710,1008290050,1005800,WEST 28 STREET,WEST 27 STREET,SE,,"(40.74512705, -73.98867089)"
LINK-001750,Staten Island,502,50,40.577771,-74.10231,Live,2154 HYLAN BOULEVARD,10306,si-02-125467,02/22/2017 12:00:00 AM,01/31/2017 12:00:00 AM,New Dorp-Midland Beach,5053558,5036910011,5011202,MIDLAND AVENUE,ZWICKY AVENUE,SE,,"(40.577771, -74.10231)"
LINK-018042,Queens,406,29,40.727095,-73.854789,Live,98-108 QUEENS BOULEVARD,11374,qu-06-145764,04/05/2017 12:00:00 AM,03/04/2017 12:00:00 AM,Forest Hills,4074784,4031590061,4071306,66 ROAD,99 STREET,SW,81544,"(40.727095, -73.854789)"
